Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       beta2_control  delta_beta2    
110    272    382    -1.74177            -2246.338805        -2244.597035        -0.000445      0.358067       0.134172       0.223895       
110    274    384    -1.496811           -2245.334543        -2243.837732        0.001941       0.354345       0.152982       0.201363       
110    276    386    -0.960897           -2244.107789        -2243.146892        -0.000201      0.351583       0.17952        0.172063       
112    190    302    -1.750638           -2128.624882        -2126.874244        -0.000174      0.408214       0.043534       0.36468        
112    268    380    -1.605995           -2279.033191        -2277.427196        9.8e-05        0.370911       0.080883       0.290028       
112    270    382    -2.146965           -2278.758061        -2276.611096        0.000931       0.3649         0.10445        0.26045        
112    272    384    -2.378162           -2278.350047        -2275.971885        0.000205       0.359785       0.124718       0.235067       
112    274    386    -2.243158           -2277.698206        -2275.455048        0.000327       0.356108       0.144983       0.211125       
112    276    388    -1.752082           -2276.882715        -2275.130633        5.7e-05        0.352983       0.178921       0.174062       
112    278    390    -1.004953           -2275.817534        -2274.812581        -0.000256      0.350757       0.198023       0.152734       
112    280    392    -0.190455           -2274.502497        -2274.312042        0.000697       0.350716       0.20475        0.145966       
114    194    308    -3.172128           -2157.899059        -2154.726931        0.001552       0.407012       0.107445       0.299567       
114    196    310    -3.361621           -2166.724586        -2163.362965        -0.000216      0.401028       0.129523       0.271505       
114    198    312    -3.130997           -2175.052889        -2171.921892        5e-05          0.394622       0.149823       0.244799       
114    268    382    -1.310358           -2308.52553         -2307.215172        0.000197       0.380375       0.065199       0.315176       
114    270    384    -2.005639           -2308.608724        -2306.603085        0.000757       0.372354       0.091975       0.280379       
114    272    386    -2.422797           -2308.583208        -2306.160411        5.6e-05        0.365772       0.113151       0.252621       
114    276    390    -2.11545            -2307.996613        -2305.881163        0.000214       0.356555       0.175437       0.181118       
114    278    392    -1.424461           -2307.28542         -2305.860959        5.2e-05        0.354455       0.192788       0.161667       
114    280    394    -0.694902           -2306.371483        -2305.676581        9.3e-05        0.352763       0.202537       0.150226       
116    196    312    -3.324096           -2177.205219        -2173.881123        0.000643       0.426333       0.110213       0.31612        
116    272    388    -2.015104           -2337.43619         -2335.421086        -1.9e-05       0.376017       -0.331923      0.70794        
116    276    392    -2.23126            -2337.663753        -2335.432493        -3.2e-05       0.362155       0.165973       0.196182       
116    278    394    -1.737316           -2337.42933         -2335.692014        -7e-05         0.358097       0.18458        0.173517       
116    280    396    -1.053922           -2336.871013        -2335.817091        0.000443       0.355768       0.197729       0.158039       
116    282    398    -0.280167           -2336.09652         -2335.816353        8.9e-05        0.354044       0.206913       0.147131       
118    278    396    -1.95536            -2366.310939        -2364.355579        0.000129       0.362331       0.175788       0.186543       
118    280    398    -1.372355           -2366.161264        -2364.788909        0.000548       0.358761       0.189676       0.169085       
118    282    400    -0.619508           -2365.760843        -2365.141335        -1e-05         0.355774       0.199258       0.156516       
120    278    398    -2.133442           -2393.949289        -2391.815847        -5e-05         0.367432       0.169947       0.197485       
120    280    400    -1.545999           -2394.194356        -2392.648357        -3.4e-05       0.363082       0.181905       0.181177       
120    282    402    -0.85941            -2394.169839        -2393.310429        -6.2e-05       0.359497       0.190412       0.169085       
